,Suburb,Location,Region,Reported,Updated,Type,Information
11818,Macedon-ranges,Macedon-Woodend Road (C792),Loddon-mallee,"10 Sep, 2017 - 12:00 AM",0,Sporting/Social Event - road closed,Event from 07:30 AM to 12:00 PM. Event speed limit nil. Traffic delay 0 to 5 min.
11819,Macedon-ranges,Mollison Street (C318),Loddon-mallee,"10 Sep, 2017 - 12:00 AM",0,Sporting/Social Event - road closed,Event from 09:30 AM to 04:30 PM. Event speed limit nil. Traffic delay 6 to 10 min.
11820,Knox,Stud Road,Melbourne-metropolitan,"11 Sep, 2017 - 11:14 AM","11 Sep, 2017 - 12:58 PM",All Lanes Now Open - Vehicle Collision,0
11821,Whitehorse,Springvale Road,Melbourne-metropolitan,"11 Sep, 2017 - 10:41 AM","11 Sep, 2017 - 10:43 AM",Traffic Alert - Emergency Works,"Power works near Lindsay Ave. Left lane closed southbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11822,Whitehorse,Burwood Highway,Melbourne-metropolitan,"11 Sep, 2017 - 9:54 AM","11 Sep, 2017 - 9:55 AM",Traffic Alert - Emergency Works,"Gas works near Finch St. Left lane closed inbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 12pm. "
11823,Monash,Centre Road,Melbourne-metropolitan,"11 Sep, 2017 - 9:20 AM","11 Sep, 2017 - 9:21 AM",Traffic Alert - Emergency Works,"Water works near Farm Rd. Left lane closed eastbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3pm. "
11824,Knox,Dorset Road,Melbourne-metropolitan,"11 Sep, 2017 - 9:17 AM","11 Sep, 2017 - 9:18 AM",Traffic Alert - Emergency Works,"NBN works at Edina Rd. Left lane closed northbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11825,Brimbank,St Albans Road,Melbourne-metropolitan,"11 Sep, 2017 - 8:53 AM","11 Sep, 2017 - 8:54 AM",Traffic Alert - Emergency Works,"NBN works near Stradbroke Dr. Left lane closed southbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11826,Wyndham,Princes Freeway  (M1),Melbourne-metropolitan,"11 Sep, 2017 - 8:43 AM","11 Sep, 2017 - 9:08 AM",All Lanes Now Open - Vehicle Collision,0
11827,Monash,Monash Freeway  (M1),Melbourne-metropolitan,"11 Sep, 2017 - 8:28 AM","11 Sep, 2017 - 8:49 AM",All Lanes Now Open - Vehicle Collision,0
11828,Melbourne,West Gate Freeway  (M1),Melbourne-metropolitan,"11 Sep, 2017 - 7:47 AM","11 Sep, 2017 - 8:03 AM",All Lanes Now Open - Vehicle Breakdown,0
11829,Monash,Dandenong Road,Melbourne-metropolitan,"11 Sep, 2017 - 7:42 AM","11 Sep, 2017 - 7:48 AM",Traffic Alert - Vehicle Collision,"Collision at Springvale Rd. One of the right turn lanes on the southbound side to get to Centre Rd is closed. 

Our incident response is on site. "
11830,Monash,High Street,Melbourne-metropolitan,"12 Sep, 2017 - 8:55 AM","12 Sep, 2017 - 8:56 AM",Traffic Alert - Emergency Works,"Left lane closed inbound near Teck St for emergency water works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11831,Hobsons-bay,Grieve Parade,Melbourne-metropolitan,"12 Sep, 2017 - 8:07 AM","12 Sep, 2017 - 10:42 AM",Traffic Alert - Emergency Works,"Right lane closed northbound near Blackshaws Rd for emergency power works. 

Speed limit reduced to 40km/h. 

Works are expected to be completed by 11.30am. "
11832,Ararat,Mortlake-Ararat Road  (C148),Grampians,"12 Sep, 2017 - 2:52 AM","12 Sep, 2017 - 2:57 AM",Road Closed - Vehicle Collision,"Road closed near Bryant Rd, due to a truck rollover. 

Avoid and seek a local detour. "
11833,Shepparton,"Midland Highway  (A300, C365)",Hume,"12 Sep, 2017 - 1:54 AM","12 Sep, 2017 - 1:56 AM",Road Closed - Vehicle Collision,"The Midland Hwy is closed between Dookie-Nalinga Rd and Galls Rd, due to a collision. 

Avoid and seek a local detour. "
11834,Darebin,Plenty Road,Melbourne-metropolitan,"11 Sep, 2017 - 3:27 PM","11 Sep, 2017 - 4:29 PM",All Lanes Now Open - Debris,0
11835,Kingston,Clayton Road,Melbourne-metropolitan,"11 Sep, 2017 - 11:53 AM","11 Sep, 2017 - 11:54 AM",Traffic Alert - Emergency Works,"Left lane closed northbound near Brentwood Close for power works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3pm. "
11836,Stonnington,Punt Road,Melbourne-metropolitan,"11 Sep, 2017 - 11:50 AM","11 Sep, 2017 - 11:52 AM",Traffic Alert - Emergency Works,"Left lane closed southbound near Domain Rd for NBN works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11837,Moreland,Bell Street,Melbourne-metropolitan,"11 Sep, 2017 - 11:47 AM","11 Sep, 2017 - 11:48 AM",Traffic Alert - Emergency Works,"Left lane closed eastbound near Cumberland Rd for NBN works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11838,Alpine,Kiewa Valley Highway  (C531),Hume,"11 Sep, 2017 - 11:31 AM","11 Sep, 2017 - 11:39 AM",Traffic Alert - Police Incident,"Speed reduced to 60km/h, due to a police operation. Allow extra time if travelling through the area. "
11839,Brimbank,Western Ring Road  (M80),Melbourne-metropolitan,"11 Sep, 2017 - 11:30 AM","11 Sep, 2017 - 11:58 AM",All Lanes Now Open - Vehicle Collision,0
11840,Whittlesea,Cooper Street,Melbourne-metropolitan,"12 Sep, 2017 - 11:41 AM","12 Sep, 2017 - 11:43 AM",Traffic Alert - Emergency Works,"Left lane closed near Dalton Rd for water works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 2.30pm. "
11841,Port-phillip,Beaconsfield Parade,Melbourne-metropolitan,"12 Sep, 2017 - 11:34 AM","12 Sep, 2017 - 11:38 AM",Traffic Alert - Emergency Works,"Left lane closed westbound near Cowderoy St for power works. 

Speed limit reduced to 40km/h. 

Works are expected to be completed by 3pm. "
11842,Nillumbik,Main Road,Melbourne-metropolitan,"12 Sep, 2017 - 10:07 AM","12 Sep, 2017 - 10:08 AM",Traffic Alert - Emergency Works,"Left lane closed northbound near Elsa Ct for power works. 

Works are expected to be completed by 2pm. "
11843,Manningham,Blackburn Road,Melbourne-metropolitan,"12 Sep, 2017 - 10:03 AM","12 Sep, 2017 - 10:04 AM",Traffic Alert - Emergency Works,"Left lane closed in both directions near Beverley St for gas works. 

Speed limit reduced to 40km/h. 

Works are expected to be completed by 3pm. "
11844,Mornington-peninsula,Boneo Road  (C777),Melbourne-metropolitan,"12 Sep, 2017 - 10:00 AM","12 Sep, 2017 - 10:01 AM",Traffic Alert - Emergency Works,"Left lane closed northbound near Browns Rd for power works. 

Speed limit reduced to 40km/h. 

Works are expected to be completed by 3.30pm. "
11845,Boroondara,Citylink   (M1),Melbourne-metropolitan,"12 Sep, 2017 - 9:56 AM","12 Sep, 2017 - 10:24 AM",All Lanes Now Open - Vehicle Breakdown,0
11846,Melbourne,West Gate Freeway  (M1),Melbourne-metropolitan,"12 Sep, 2017 - 9:50 AM","12 Sep, 2017 - 10:59 AM",All Lanes Now Open - Vehicle Breakdown,0
11847,Boroondara,Warrigal Road,Melbourne-metropolitan,"12 Sep, 2017 - 9:36 AM","12 Sep, 2017 - 9:37 AM",Traffic Alert - Emergency Works,"Left lane closed outbound near Reid St for gas works. 

Speed limit reduced to 40km/h. 

Works are expected to be completed by 3.30pm. "
11848,Melbourne,Flinders Street,Melbourne-metropolitan,"12 Sep, 2017 - 9:33 AM","12 Sep, 2017 - 9:34 AM",Traffic Alert - Emergency Works,"Left lane closed westbound near Queen St for works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3pm. "
11849,Stonnington,Williams Road,Melbourne-metropolitan,"12 Sep, 2017 - 9:19 AM","12 Sep, 2017 - 9:21 AM",Traffic Alert - Emergency Works,"Left lane closed inbound near McKillop St for NBN works. 

Speed limit reduced to 40km/h. 

Works are expected to be completed by 3.30pm. "
11850,Campaspe,Nagambie-Rushworth Road,Loddon-mallee,"13 Sep, 2017 - 7:42 AM","13 Sep, 2017 - 7:44 AM",Road Closed - Vehicle Collision,"Road closed at Hyde St, due to a collision. 

Avoid and seek a local detour. "
11851,Melbourne,West Gate Freeway  (M1),Melbourne-metropolitan,"13 Sep, 2017 - 7:35 AM","13 Sep, 2017 - 7:39 AM",All Lanes Now Open - Vehicle Collision,0
11852,Stonnington,Glenferrie Road,Melbourne-metropolitan,"13 Sep, 2017 - 1:37 AM","13 Sep, 2017 - 1:38 AM",Traffic Alert - Emergency Works,"Left lane closed northbound near Benson Ave for water works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11853,Moreland,Bell Street,Melbourne-metropolitan,"13 Sep, 2017 - 1:34 AM","13 Sep, 2017 - 1:35 AM",Traffic Alert - Emergency Works,"Left lane closed westbound near Gallipoli Pde for NBN works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11854,Glen-eira,North Road,Melbourne-metropolitan,"13 Sep, 2017 - 1:31 AM","13 Sep, 2017 - 1:32 AM",Traffic Alert - Emergency Works,"Left lane closed eastbound near Kooyong Rd for gas works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11855,Ararat,Mortlake-Ararat Road  (B180),Grampians,"12 Sep, 2017 - 9:02 PM","13 Sep, 2017 - 2:22 AM",Road Reopened - Vehicle Collision,0
11856,Maribyrnong,Princes Highway West,Melbourne-metropolitan,"12 Sep, 2017 - 5:47 PM","12 Sep, 2017 - 6:14 PM",All Lanes Now Open - Vehicle Collision,0
11857,Brimbank,Airport-Western Ring In Ramp On (M80),Melbourne-metropolitan,"12 Sep, 2017 - 4:32 PM","12 Sep, 2017 - 8:48 PM",All Lanes Now Open - Debris,0
11858,Dandenong,Monash Freeway  (M1),Melbourne-metropolitan,"12 Sep, 2017 - 3:51 PM","12 Sep, 2017 - 4:54 PM",All Lanes Now Open - Vehicle Collision,0
11859,Casey,Narre Warren North Road  (C404),Melbourne-metropolitan,"12 Sep, 2017 - 1:16 PM","12 Sep, 2017 - 2:16 PM",All Lanes Now Open - Vehicle Collision,0
11860,Boroondara,Eastern Freeway  (M3),Melbourne-metropolitan,"13 Sep, 2017 - 5:42 PM","13 Sep, 2017 - 6:17 PM",All Lanes Now Open - Vehicle Breakdown,0
11861,Dandenong,Springvale Road,Melbourne-metropolitan,"13 Sep, 2017 - 2:15 PM","13 Sep, 2017 - 11:37 PM",All Lanes Now Open - Debris,0
11862,Strathbogie,Goulburn Valley Freeway  (M39),Hume,"13 Sep, 2017 - 11:10 AM","13 Sep, 2017 - 2:10 PM",Incident Cleared - Emergency Incident,0
11863,Boroondara,Auburn Road,Melbourne-metropolitan,"13 Sep, 2017 - 10:24 AM","13 Sep, 2017 - 10:25 AM",Traffic Alert - Emergency Works,"Left lane closed southbound near Toorak Rd for water works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 2.30pm. "
11864,Knox,Boronia Road,Melbourne-metropolitan,"13 Sep, 2017 - 9:37 AM","13 Sep, 2017 - 1:17 PM",Incident Cleared - Emergency Works,0
11865,Stonnington,Williams Road,Melbourne-metropolitan,"13 Sep, 2017 - 9:34 AM","13 Sep, 2017 - 9:35 AM",Traffic Alert - Emergency Works,"Left lane closed southbound near McKillop St for NBN works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11866,Monash,Centre Road,Melbourne-metropolitan,"13 Sep, 2017 - 9:29 AM","13 Sep, 2017 - 10:28 AM",Traffic Alert - Emergency Works,"UPDATE - Left lane closed in both directions near Clarinda Rd for NBN works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3pm. "
11867,Glen-eira,Hotham Street,Melbourne-metropolitan,"13 Sep, 2017 - 9:18 AM","13 Sep, 2017 - 9:27 AM",Traffic Alert - Emergency Works,"One lane closed in both directions near Elm Grove for gas works. 

Speed limit reduced to 40km/h. 

Works are expected to be complete by 3.30pm. "
11868,Colac-otway,Great Ocean Road  (B100),Barwon,"13 Sep, 2017 - 8:34 AM","13 Sep, 2017 - 8:47 AM",Traffic Alert - Road Damage,"Expect delays on the Great Ocean Road 6km south of Wye River due to a landslide. 
Traffic is alternated through an open lane with temporary traffic lights. 
Speed limit reduced to 40km/h. Allow extra time if travelling through the area. "
11869,Yarra,Burnley Tunnel  (M1),Melbourne-metropolitan,"13 Sep, 2017 - 8:12 AM","13 Sep, 2017 - 8:20 AM",All Lanes Now Open - Vehicle Breakdown,0
11870,Maroondah,Canterbury Road,Melbourne-metropolitan,"14 Sep, 2017 - 11:02 AM","14 Sep, 2017 - 11:07 AM",Traffic Alert - Emergency Works,"NBN works near Colchester Rd. Left lane closed eastbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11871,Moreland,Nicholson Street,Melbourne-metropolitan,"14 Sep, 2017 - 10:58 AM","14 Sep, 2017 - 11:00 AM",Traffic Alert - Emergency Works,"Water works near Miller St. Left lane closed outbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3pm. "
11872,Knox,Bayswater Road,Melbourne-metropolitan,"14 Sep, 2017 - 10:46 AM","14 Sep, 2017 - 10:49 AM",lanes closed southbound - Debris,"Light pole has fallen onto road near Mountain Hwy. Both lanes are blocked southbound. 

Police are on site. Traffic is currently being diverted at Canterbury Rd. 

Avoid and seek alt route.  "
11873,Stonnington,High Street,Melbourne-metropolitan,"14 Sep, 2017 - 10:08 AM","14 Sep, 2017 - 10:12 AM",Traffic Alert - Emergency Works,"NBN works near St Edmonds Rd. Left lane closed eastbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11874,Moreland,Pascoe Vale Road,Melbourne-metropolitan,"14 Sep, 2017 - 9:58 AM","14 Sep, 2017 - 9:59 AM",Traffic Alert - Emergency Works,"Water works near Belair Ave. Left lane closed northbound. 

Works expected to be completed by 3:30pm. "
11875,Boroondara,Church Street,Melbourne-metropolitan,"14 Sep, 2017 - 8:52 AM","14 Sep, 2017 - 8:53 AM",Traffic Alert - Emergency Works,"Power works near Denham St. Left lane closed northbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3pm. "
11876,Banyule,Bell Street,Melbourne-metropolitan,"14 Sep, 2017 - 8:49 AM","14 Sep, 2017 - 8:51 AM",Traffic Alert - Emergency Works,"Water works near Skeffington St. 2 left lanes closed westbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 2:30pm. "
11877,Monash,Monash Freeway  (M1),Melbourne-metropolitan,"14 Sep, 2017 - 6:12 AM","14 Sep, 2017 - 6:14 AM",lanes closed outbound - Vehicle Breakdown,"Breakdown near Blackburn Rd. Second left lane blocked outbound. 

Our incident response is on the way. "
11878,Melbourne,Collins Street,Melbourne-metropolitan,"14 Sep, 2017 - 5:00 AM","14 Sep, 2017 - 5:03 AM",Road Closed - Emergency Works,Collins St intersection of Russell St . Intersection is blocked due to burst water main. Emergency services on site. Please avoid the area and seek alternative route.
11879,Hobsons-bay,West Gate Freeway  (M1),Melbourne-metropolitan,"13 Sep, 2017 - 6:00 PM","13 Sep, 2017 - 6:10 PM",All Lanes Now Open - Vehicle Collision,0
11880,Mount-alexander,Midland Highway (A300),Loddon-mallee,"15 Sep, 2017 - 12:00 AM","18 Sep, 2017 - 12:00 AM",Sporting/Social Event - expect delays,Event from 04:00 PM to 10:00 AM. Event speed limit 40 km/h. Traffic delay 6 to 10 min.
11881,Melbourne,St Kilda Road,Melbourne-metropolitan,"15 Sep, 2017 - 12:00 AM",0,Sporting/Social Event - 2 lanes closed southbound,"Event from 06:00 AM to 08:15 AM. St Kilda Road, southbound service lane CLOSED.  Traffic delay 6-10 min. Victoria Police on site."
11882,Monash,Monash Freeway  (M1),Melbourne-metropolitan,"14 Sep, 2017 - 5:11 PM","14 Sep, 2017 - 6:08 PM",All Lanes Now Open - Vehicle Collision,0
11883,Hobsons-bay,West Gate Freeway  (M1),Melbourne-metropolitan,"14 Sep, 2017 - 4:22 PM","14 Sep, 2017 - 5:13 PM",All Lanes Now Open - Vehicle Collision,0
11884,Moonee-valley,Tullamarine Freeway  (M2),Melbourne-metropolitan,"14 Sep, 2017 - 4:00 PM","14 Sep, 2017 - 5:03 PM",All Lanes Now Open - Vehicle Collision,0
11885,Darebin,Bell Street,Melbourne-metropolitan,"14 Sep, 2017 - 11:25 AM","14 Sep, 2017 - 11:27 AM",Traffic Alert - Vehicle Breakdown,"Truck breakdown at Chifley Dr. Eastbound traffic affected. 

Allow extra time if travelling through the area. "
11886,Whittlesea,Craigieburn Road  (C722),Melbourne-metropolitan,"14 Sep, 2017 - 11:20 AM","14 Sep, 2017 - 11:23 AM",Traffic Alert - Emergency Works,"Power works near Vearings Rd. Contra flow in place. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11887,Maribyrnong,Ballarat Road,Melbourne-metropolitan,"14 Sep, 2017 - 11:16 AM","14 Sep, 2017 - 11:18 AM",Traffic Alert - Emergency Works,"Water works near Dawson Rd. Left lane closed eastbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11888,Kingston,Heatherton Road,Melbourne-metropolitan,"14 Sep, 2017 - 11:12 AM","14 Sep, 2017 - 11:13 AM",Traffic Alert - Emergency Works,"NBN works near Boundary Rd. Left lane closed westbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11889,Moreland,Bell Street,Melbourne-metropolitan,"14 Sep, 2017 - 11:09 AM","14 Sep, 2017 - 11:10 AM",Traffic Alert - Emergency Works,"Water works near Cramer St. Left lane closed eastbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11890,Dandenong,Springvale Road,Melbourne-metropolitan,"15 Sep, 2017 - 10:49 AM","15 Sep, 2017 - 10:50 AM",Traffic Alert - Emergency Works,"NBN works near Athol Rd. Left lane closed southbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11891,Melbourne,Toorak Road,Melbourne-metropolitan,"15 Sep, 2017 - 10:46 AM","15 Sep, 2017 - 10:47 AM",Traffic Alert - Emergency Works,"NBN works near Walsh St. Left lane closed eastbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11892,Knox,Scoresby Road,Melbourne-metropolitan,"15 Sep, 2017 - 10:44 AM","15 Sep, 2017 - 10:45 AM",Traffic Alert - Emergency Works,"NBN works near Hugh St. Left lane closed northbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
11893,Moreland,Nicholson Street,Melbourne-metropolitan,"15 Sep, 2017 - 10:39 AM","15 Sep, 2017 - 10:41 AM",Traffic Alert - Emergency Works,"Water works near Miller St. Left lane closed outbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3pm. "
11894,Maribyrnong,Sunshine Road,Melbourne-metropolitan,"15 Sep, 2017 - 10:05 AM","15 Sep, 2017 - 10:06 AM",Traffic Alert - Emergency Works,"Power works near Currajong St. Left lane closed inbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 2:30pm. "
11895,Hume,Tullamarine Freeway  (M2),Melbourne-metropolitan,"15 Sep, 2017 - 9:04 AM","15 Sep, 2017 - 9:13 AM",All Lanes Now Open - Vehicle Breakdown,0
11896,Moreland,Murray Road,Melbourne-metropolitan,"15 Sep, 2017 - 8:54 AM","15 Sep, 2017 - 8:55 AM",Traffic Alert - Emergency Works,"Burst water main near Outlook Rd. Left lane closed eastbound. 

Speed limit reduced to 40km/h. "
11897,Moreland,Pascoe Vale Road,Melbourne-metropolitan,"15 Sep, 2017 - 8:51 AM","15 Sep, 2017 - 8:53 AM",Traffic Alert - Emergency Works,"Burst water main near Main St. Left lane closed northbound. 

Speed limit reduced to 40km/h. 

Works expected to be completed by 3:30pm. "
